round,accuracy,loss,train_loss,dissimilarity
0,0.026753,2.863550,2.86201517422994,nan
1,0.322878,1.516332,1.500404036839803,0.3729524409298903
2,0.327491,1.531591,1.4895784489313761,0.30140935146284353
3,0.329336,1.715015,1.6561456886927286,0.2828720724856659
4,0.460332,1.363099,1.3348146947224935,0.26753248592233186
5,0.447417,1.335754,1.3116750303904217,0.3151588042316279
6,0.425277,1.321636,1.2996399037043254,0.28004972317878385
7,0.534133,1.231268,1.2026746304829916,0.23191065761371693
8,0.473247,1.248361,1.2260905742645263,0.2579539534880055
9,0.395756,1.390402,1.3363005224863689,0.25514527996722064
10,0.417897,1.295653,1.2470983966191609,0.21558078668423591
11,0.510148,1.214350,1.1893273862202962,0.23902515332509022
12,0.511993,1.160573,1.1390230385462443,0.23666485403248116
13,0.438192,1.361567,1.374935819307963,0.22879353197072302
14,0.445572,1.323637,1.3310184907913207,0.20096282760935416
15,0.442804,1.336525,1.342130301396052,0.15985564532620675
16,0.458487,1.210848,1.2036267666021983,0.1714165735392542
17,0.446494,1.351523,1.3609578013420105,0.21498351670363003
18,0.453875,1.341525,1.3488010923067728,0.20669895095849553
19,0.475092,1.281009,1.2812032473087311,0.1601438408919519
20,0.481550,1.277667,1.2722146789232889,0.171518818539756
21,0.486162,1.303787,1.2964099589983622,0.16915609715606905
22,0.502768,1.047239,1.032078155676524,0.2199499642953577
23,0.501845,1.034907,0.9878195484479269,0.22373745585194663
24,0.480627,1.043812,0.9924926467736562,0.22501341884075612
25,0.490775,1.041299,0.9890180285771688,0.16547013837143065
26,0.525830,0.996368,0.9488398893674215,0.16366910974522447
27,0.588561,0.946648,0.9096742097536723,0.17082409809111102
28,0.617159,0.937991,0.9023207573095957,0.1510802271863343
29,0.610701,0.953114,0.9168892327944438,0.141449774529007
30,0.627306,0.967899,0.935722507238388,0.13623827249959364
31,0.536900,1.103621,1.0573602243264517,0.1556098780009938
32,0.619926,0.887431,0.8679585035641988,0.20041800402869026
33,0.618081,0.893606,0.8716264629364013,0.11619101389887279
34,0.632841,0.894197,0.8686109598477681,0.1370738581274286
35,0.536900,1.001523,0.9462574124336243,0.13577409236999236
36,0.561808,0.916587,0.868652982711792,0.15800021627339872
37,0.645756,0.856059,0.8279795503616333,0.1844787051921348
38,0.655904,0.831186,0.7984566473960877,0.14047212717308563
39,0.665129,0.823732,0.7920439887046814,0.14179178045665775
40,0.624539,0.840579,0.801597646077474,0.14325481705693022
41,0.621771,0.843949,0.8044316577911377,0.13864728802821844
42,0.618081,0.854545,0.8147325770060221,0.11592917326693342
43,0.606089,0.874454,0.8314905993143717,0.12108291163766485
44,0.633764,0.829402,0.7897012305259704,0.11524553629322098
45,0.621771,0.837110,0.7948899535338084,0.13317023665878877
46,0.637454,0.822744,0.7832414515813192,0.14475197057597566
47,0.606089,0.827952,0.7811725600560506,0.13817446774691336
48,0.602399,0.822384,0.7752338377634684,0.12928260045444803
49,0.646679,0.782749,0.7430244795481364,0.13697893939599776
50,0.650369,0.786799,0.7475567241509755,0.09126489092114566
51,0.644834,0.784414,0.7431784681479137,0.14603742438218612
52,0.662362,0.775089,0.7357148162523905,0.141985521827576
53,0.635609,0.803907,0.7821858998139699,0.0962763533718981
54,0.614391,0.826705,0.807679185072581,0.09028633107064508
55,0.623616,0.820961,0.7988190066814422,0.07905781462242288
56,0.642989,0.800299,0.7733575781186421,0.0990363523401499
57,0.673432,0.771356,0.7382665820916494,0.11520382946027624
58,0.678967,0.767597,0.7337766075134278,0.11865938650417869
59,0.592251,0.860115,0.8447721036275228,0.12100758759391919
60,0.652214,0.784972,0.7590030757586161,0.12352085741476444
61,0.629151,0.801972,0.7801646908124288,0.14047431860106258
62,0.669742,0.749413,0.7081475249926249,0.1180749868829346
63,0.668819,0.765717,0.7359205412864686,0.08372794478634103
64,0.684502,0.747264,0.7117416083812713,0.13003564404154164
65,0.679889,0.744867,0.7094251918792724,0.11966562704877948
66,0.687269,0.743452,0.7062738267580668,0.09629229340035732
67,0.669742,0.746322,0.7047980908552806,0.10597030571487161
68,0.670664,0.742530,0.7001806557178497,0.09848690990647181
69,0.657749,0.751021,0.7051531934738159,0.09150249751936795
70,0.647601,0.761624,0.7140423250198364,0.10674161407779273
71,0.647601,0.760096,0.7129217743873596,0.0904468487303036
72,0.657749,0.749165,0.7030448802312215,0.10506613420754707
73,0.657749,0.749267,0.7041996943950654,0.09490300568542931
74,0.660517,0.735776,0.6922978734970093,0.13414387345203327
75,0.668819,0.732572,0.6909878039360047,0.10444352992967242
76,0.660517,0.738637,0.693162921667099,0.0796411577727004
77,0.641144,0.751130,0.7023636662960052,0.1140211581658766
78,0.643911,0.750788,0.7022435259819031,0.09982949604133869
79,0.655904,0.736160,0.6884741115570069,0.10954099561575553
80,0.625461,0.759756,0.708361884355545,0.08092971164002032
81,0.567343,0.914151,0.8493348630269368,0.09644044788358504
82,0.582103,0.859842,0.797266218662262,0.10684635684901518
83,0.581181,0.858684,0.7946107443173727,0.07955532661973654
84,0.591328,0.833009,0.7722616843382517,0.11286454888751994
85,0.588561,0.864733,0.8541518179575602,0.11583636374849432
86,0.585793,0.863951,0.8520037213961283,0.10967157901587801
87,0.581181,0.866325,0.8544061168034871,0.1229268827661064
88,0.670664,0.716882,0.6684978826840718,0.10622926305063496
89,0.649446,0.735205,0.6821091556549073,0.09513207231094192
90,0.660517,0.724672,0.6721115911006927,0.11693699498715625
91,0.659594,0.719898,0.6676170794169108,0.11031018926409455
92,0.702030,0.697848,0.6589929342269898,0.09432677209178338
93,0.703875,0.700080,0.6613139231999715,0.08377485254300805
94,0.615314,0.786531,0.7254800919691722,0.10354038606069922
95,0.617159,0.771456,0.7103621514638265,0.10147672270387101
