round,accuracy,loss,train_loss,dissimilarity
0,0.026753,2.863550,2.86201517422994,nan
1,0.032288,2.817034,2.8205037053426105,0.0
2,0.083026,4.767385,4.792962966759999,0.0
3,0.101476,4.684758,4.703499703009923,0.0
4,0.114391,5.164036,5.2193432664871215,0.0
5,0.113469,5.049518,5.101194617549578,0.0
6,0.107934,4.429032,4.481015760103862,0.0
7,0.121771,4.012307,4.063917810916901,0.0
8,0.124539,3.948077,3.900608139038086,0.0
9,0.126384,4.028642,3.9240667700767515,0.0
10,0.142066,3.920545,3.8414533829689024,0.0
11,0.134686,3.728003,3.6528846565882365,0.0
12,0.148524,4.527413,4.474754772186279,0.0
13,0.147601,4.737672,4.6885939248402915,0.0
14,0.130996,3.628993,3.567427147626877,0.0
15,0.133764,4.216499,4.154568226337433,0.0
16,0.129151,5.051758,5.029770905971527,0.0
17,0.131919,5.105364,5.066743263800939,0.0
18,0.152214,4.504379,4.496224908034007,0.0
19,0.144834,4.378063,4.372896966139476,0.0
20,0.159594,3.079610,3.0193010246753693,0.0
21,0.157749,3.677785,3.6066372072696686,0.0
22,0.157749,3.560080,3.4985753679275513,0.0
23,0.571956,1.596001,1.5601027727127075,0.0
24,0.579336,1.507673,1.4528170824050903,0.0
25,0.576568,1.535449,1.476960719426473,0.0
26,0.499077,1.645538,1.5591176762183507,0.0
27,0.469557,1.740655,1.7452510044972103,0.0
28,0.482472,1.738237,1.7436736424763997,0.0
29,0.437269,2.523841,2.5898707636197407,0.0
30,0.450185,2.904845,3.001398584047953,0.0
31,0.150369,2.616114,2.57343142191569,0.0
32,0.156827,3.240096,3.2404618350664776,0.0
33,0.433579,2.264178,2.3046913913885754,0.0
34,0.437269,2.334480,2.375378669102987,0.0
35,0.464022,2.320059,2.375122281710307,0.0
36,0.482472,2.320454,2.3753143787384032,0.0
37,0.180812,3.644134,3.709118407169978,0.0
38,0.183579,5.341427,5.318150294621786,0.0
39,0.187269,5.366145,5.336734476884206,0.0
40,0.185424,5.834550,5.8117588861783345,0.0
41,0.186347,5.949637,5.904055193265279,0.0
42,0.186347,5.725121,5.687756977081299,0.0
43,0.188192,5.063932,5.012746218244235,0.0
44,0.182657,4.331906,4.288042093118031,0.0
45,0.197417,4.053345,4.009431711435318,0.0
46,0.428967,2.816943,2.8632954037189484,0.0
47,0.427122,2.845462,2.8926401299238207,0.0
48,0.399446,2.603198,2.6247912935415902,0.0
49,0.466790,2.604346,2.6463361577192943,0.0
50,0.470480,2.586236,2.624340610901515,0.0
51,0.448339,2.337336,2.374755308230718,0.0
52,0.451107,2.293548,2.3299619925022124,0.0
53,0.188192,2.625832,2.61570351600647,0.0
54,0.215867,5.175191,5.267703491051992,0.0
55,0.216790,3.973507,4.046412657896678,0.0
56,0.247232,3.185626,3.251139996846517,0.0
57,0.213100,3.717172,3.771682511170705,0.0
58,0.219557,3.253551,3.3232944059371947,0.0
59,0.229705,3.147884,3.205331470966339,0.0
60,0.210332,4.300470,4.399321203629176,0.0
61,0.196494,2.908052,2.9236802927652996,0.0
62,0.198339,2.908038,2.9194826610883076,0.0
63,0.597786,1.128649,1.0584562214215596,0.0
64,0.609779,1.059427,1.0404894471168518,0.0
65,0.462177,1.882422,1.900808920065562,0.0
