round,accuracy,loss,train_loss,dissimilarity
0,0.026753,2.863550,2.86201517422994,nan
1,0.346863,2.148976,2.1413640356063843,11.061513139775823
2,0.468635,2.154647,2.1054769786198935,2.3626861313564365
3,0.488007,2.021002,1.9410801792144776,0.5799077184398019
4,0.445572,1.826272,1.805652314821879,1.1005873984024166
5,0.507380,2.059469,1.9880786180496215,1.4075765388702752
6,0.468635,2.132319,2.0983280515670777,0.526794907877774
7,0.563653,1.717007,1.641484408378601,1.0586903674686163
8,0.527675,1.999292,1.9319357387224834,0.7774727712162511
9,0.525830,1.890552,1.8499485206604005,0.6667616685334354
10,0.478782,2.007437,1.9895846605300904,0.4117290041270211
11,0.497232,2.097935,2.0653274790445963,1.508940323893873
12,0.422509,2.582084,2.635017127990723,1.8141460529601945
13,0.417897,2.647267,2.7099677340189614,0.6950265290567947
14,0.560886,1.561639,1.5400968790054321,1.0321490854763444
15,0.607011,1.474293,1.4141395060221353,0.705420962735464
16,0.315498,1.898551,1.8164095942179361,1.0805774635229273
17,0.410517,1.894763,1.7978367173671723,1.0346942264979162
18,0.139299,3.349377,3.2962541552384694,1.013431645861214
19,0.151292,2.956717,2.911084662278493,0.495625021918374
20,0.155904,2.891255,2.841017977396647,0.8716033104487422
21,0.160517,2.468453,2.391430175304413,0.9770319270160013
22,0.588561,1.418387,1.3520189531644184,1.3807784709618636
23,0.575646,1.553202,1.5038612794876098,0.8288241269407319
24,0.536900,1.598082,1.517021279335022,0.7322658426950861
25,0.444649,1.964124,1.8636061143875122,0.9556914171255348
26,0.445572,1.986648,1.886179104646047,0.7841790020586246
27,0.433579,3.147074,3.0097840054829916,0.7904678801970979
28,0.439114,2.368940,2.25733939965566,0.7459217836770412
29,0.439114,2.392313,2.2767864147822063,0.619784821673261
30,0.447417,2.800976,2.6777629899978637,0.8206984942745743
31,0.459410,3.019065,2.8911313303311665,0.2936610390560321
32,0.459410,3.068568,2.9342286157608033,0.36614835566025683
33,0.462177,2.288380,2.1801628843943277,0.4740211708001506
34,0.473247,2.541065,2.425720236301422,0.9781515666372643
35,0.566421,1.317191,1.24472190062205,2.148497018862544
36,0.600554,1.203821,1.1527520481745401,0.5733511373133429
37,0.614391,1.136906,1.0929593062400818,0.6082885675416481
38,0.579336,1.210387,1.186415065129598,0.38589771647007104
39,0.622694,1.072571,1.0269662523269654,0.3979223946228987
40,0.528598,1.278769,1.2044272875785829,0.8753866606707824
41,0.540590,1.242816,1.170501880645752,0.5481042086346547
42,0.476937,2.439901,2.3251048350334167,0.48841911927074255
43,0.472325,2.244826,2.1235639015833536,0.42463148813783524
44,0.471402,2.079462,1.9660173157850902,0.3493889565046057
45,0.465867,2.038902,1.9186954271793366,0.4188223129956266
46,0.496310,1.491451,1.3936197861035664,0.5083531036384741
47,0.610701,1.202492,1.143571359316508,1.512223748354649
48,0.601476,1.134497,1.0967216936747233,1.7054179546895083
49,0.581181,1.182395,1.1552099498112995,0.41769821611299335
50,0.659594,0.991827,0.9386725465456645,0.322325382878655
51,0.631919,0.992297,0.9269786198933919,0.8014429506635636
52,0.636531,0.977470,0.9200917851924896,0.7286129665787754
53,0.595018,1.200338,1.1291746457417806,0.9688444042061728
54,0.601476,1.177316,1.1401962884267172,0.558545328081525
55,0.607011,1.151878,1.1094279591242473,0.4771042279394091
56,0.643911,1.050278,0.9829405649503072,1.1561454459613536
57,0.495387,1.719869,1.61877814133962,0.5800706993979147
58,0.513838,1.418264,1.326885529756546,0.4296785969725234
59,0.622694,1.155719,1.099846355120341,1.0446976462547581
60,0.469557,2.445565,2.322018787066142,0.5938994840124038
61,0.489852,1.848651,1.7404467662175496,0.786282511534465
62,0.513838,1.485121,1.3897793849309286,0.6704355001494635
63,0.531365,1.420994,1.3209428083896637,0.564163909405233
64,0.490775,1.847210,1.734660659233729,0.8033360667861384
65,0.502768,1.707464,1.5994765337308248,0.5682055882696938
66,0.493542,2.108164,1.9843367568651835,1.1780031823629915
67,0.414207,1.996369,1.8860792056719462,0.42410233389550467
68,0.371771,2.049356,1.9421743122736612,0.5035623639082568
69,0.399446,2.335118,2.2111653145154317,0.9581988934390893
70,0.382841,2.485746,2.3579851388931274,0.36869431685615034
71,0.264760,2.665817,2.537653042078018,0.4745767205343454
72,0.168819,2.310244,2.215260033607483,0.51620112040292
73,0.301661,1.730939,1.6449257429440816,0.4086089282864762
74,0.227860,1.738128,1.671527110338211,0.49526372496546717
75,0.227860,1.876871,1.8332694121201834,0.3489362123590108
76,0.187269,2.621217,2.5607728107770282,0.8524665083866035
77,0.189114,2.632943,2.5605971089998882,0.4213175416220762
78,0.192804,2.487633,2.4056300830841066,0.2660266665426709
79,0.211255,2.339821,2.2486971918741863,0.8269805961161047
80,0.231550,2.267000,2.174854307572047,0.2314304852834256
81,0.558118,1.231275,1.1492916774749755,1.9059820478689198
82,0.551661,1.201785,1.1111792858441671,0.5909279170302407
83,0.550738,1.219940,1.1206913646062215,0.4407739630905987
84,0.508303,1.404561,1.3005466039975484,0.8463917161411555
85,0.601476,1.156764,1.0770996602376302,1.0980345748547788
86,0.575646,1.191192,1.1085503780841828,0.482292032013631
87,0.628229,1.072055,1.001536461909612,0.8141644433888335
88,0.595018,1.259771,1.178068930308024,0.8120384842028706
89,0.605166,1.229130,1.1424418811003367,0.475538559923113
90,0.476015,1.746111,1.626758555173874,0.9964988863309208
91,0.470480,1.760403,1.6405576610565185,0.7464421266439599
92,0.527675,1.374275,1.2768291715780895,0.7773782609503517
93,0.546125,1.299513,1.203741697470347,0.5408588856485433
94,0.624539,1.237531,1.1582313148180643,1.7493675921945333
95,0.598708,1.235377,1.1440845012664795,0.5715671118275469
96,0.621771,1.119975,1.0578351990381876,0.4043332630787177
97,0.560886,1.336523,1.3035367727279663,0.5777339180809727
98,0.544280,1.407707,1.3755847239494323,0.49894480608802444
99,0.553506,1.340728,1.306007657845815,0.5294371403023458
100,0.610701,1.231775,1.1748988636334736,0.8911288785115157
101,0.592251,1.363315,1.281607399781545,1.2914027374681738
102,0.567343,1.377510,1.2950983746846516,0.36968961921566407
103,0.580258,1.392263,1.3329075447718302,0.5588237300936975
104,0.561808,1.498052,1.438554143110911,0.5814670988379266
105,0.516605,1.699772,1.609758915901184,1.0050466137476
106,0.571956,1.418735,1.348187126715978,0.8197746471367613
107,0.419742,2.174840,2.0542909836769105,1.0209305820356283
108,0.428044,3.464259,3.2983505868911744,0.7431758981737272
109,0.425277,3.224886,3.0697742557525634,0.4703739220072851
110,0.441882,2.751059,2.6229092661539712,0.5343851572953183
111,0.437269,2.434267,2.3175955319404604,0.40944900822951
112,0.443727,4.517568,4.320717671314875,0.9248747800362529
113,0.450185,3.607827,3.4466313588619233,0.4550794053754397
114,0.453875,3.919011,3.7451883618036907,0.6108350183585128
115,0.464022,3.781806,3.6149654618899025,0.4901465857784296
116,0.459410,2.833204,2.6952239819367727,0.4997802784068198
117,0.455720,3.164163,3.015504959424337,0.5218627417761182
118,0.469557,3.237296,3.0918941593170164,0.4165975217554392
119,0.460332,3.012073,2.8685707835356395,0.3266298134181496
120,0.588561,1.217562,1.1417736852169036,1.7520430020424353
121,0.606089,1.109847,1.056851780017217,0.5277916574135638
122,0.496310,1.533427,1.5356400767962137,1.0769530119350734
123,0.586716,1.102774,1.0745561226209004,0.5735754117098375
124,0.580258,1.097220,1.0212550791104635,0.833766697866412
125,0.595018,1.101036,1.028321844736735,0.5427352827287891
126,0.625461,1.034356,0.97189457654953,0.2828736755063489
127,0.633764,1.071725,1.0101924602190653,1.242004325431731
128,0.646679,1.041168,0.9970665693283081,0.37275534331657206
129,0.585793,1.206902,1.1879243405659994,0.7170046613960985
130,0.599631,1.179714,1.144566833972931,0.6996676215670865
131,0.572878,1.201975,1.1838753207524617,0.39510283681427616
132,0.523063,1.354399,1.3209874459107718,0.3927769590302048
133,0.630996,1.124898,1.0517591873804728,1.7442984075801835
134,0.565498,1.355893,1.2701345761617024,1.437563557604741
135,0.592251,1.193206,1.112823072274526,0.574989466386068
136,0.627306,1.127147,1.0622547308603922,0.5640268070461162
137,0.603321,1.165474,1.0745837406317393,1.1717780023016517
138,0.526753,1.320332,1.2185952719052633,0.6015720920257965
139,0.501845,1.386242,1.278547379175822,0.44685342212222867
140,0.629151,1.202916,1.1302784768740337,0.717223707633676
141,0.527675,1.383212,1.2806187828381856,1.014984749768068
142,0.540590,1.329877,1.2284397761027017,0.33471186948732
143,0.619926,1.180448,1.1047125033537546,1.8235628024288193
144,0.630074,1.182398,1.1243673380215962,0.6659141065380652
145,0.645756,1.114579,1.0469248847166697,1.0927119245968497
146,0.630996,1.238003,1.1736589988072714,0.7585791858716786
147,0.629151,1.193931,1.113308512767156,0.6219820711059616
148,0.615314,1.231393,1.1443813542524974,0.41371233148433184
149,0.464022,2.599906,2.451266697247823,0.9313662152698297
150,0.461255,2.450484,2.307159098784129,0.2921545566767473
151,0.469557,2.113378,1.9781269939740498,0.3596707199572389
152,0.609779,1.237603,1.1605440958340962,0.8413618138501535
153,0.531365,1.475346,1.454055370092392,0.9535626044436442
154,0.503690,1.584462,1.5725253550211589,0.47860723762189095
155,0.632841,1.139955,1.0607657027244568,1.078386403937454
156,0.463100,2.629318,2.477788847287496,0.7585313834943208
157,0.564576,1.179025,1.0890790836016337,0.5080666635499848
158,0.511993,1.336133,1.2426543295383454,0.5122995446306187
159,0.524908,1.298640,1.204409628311793,0.3833468644530088
160,0.531365,1.289671,1.1897296406825384,0.49438978184139837
161,0.535978,1.209990,1.1136963206529618,0.3718481126812444
162,0.607934,0.983527,0.8974907545248667,0.4971285054573924
163,0.503690,1.753486,1.6345486400524776,0.36767392330951904
164,0.513838,1.725551,1.6111005020141602,0.29295499405340847
165,0.528598,1.415037,1.312712452809016,0.3373181264119325
166,0.528598,1.366695,1.264249885280927,0.24441848182378575
167,0.511993,2.661900,2.509397903482119,0.7800267588869325
168,0.513838,2.510075,2.367294779618581,0.8131495368271153
169,0.522140,1.944745,1.8295723128318786,0.5257380016186973
170,0.521218,1.893692,1.780109208424886,0.6651158808361786
171,0.627306,0.966234,0.898027450243632,1.6865028041669978
172,0.611624,0.979713,0.9023286807537079,0.42753516979685974
